id,book_id,books_count,authors,original_title,title,language_code,original_publication_year
275,49750,116,John Green,An Abundance of Katherines,An Abundance of Katherines,eng,2006
276,29579,169,Isaac Asimov,Foundation,Foundation (Foundation #1),eng,1951
277,15783514,109,Neil Gaiman,The Ocean at the End of the Lane,The Ocean at the End of the Lane,eng,2013
278,30118,32,Shel Silverstein,A Light in the Attic,A Light in the Attic,eng,1981
279,29056083,95,"John Tiffany, Jack Thorne, J.K. Rowling","Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng,2016
280,11614718,108,Lauren Oliver,Delirium,"Delirium (Delirium, #1)",eng,2011
281,32499,145,John Grisham,The Pelican Brief,The Pelican Brief,eng,1992
282,17061,153,Neil Gaiman,Coraline,Coraline,eng,2002
283,12067,114,"Terry Pratchett, Neil Gaiman","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US,1990
284,70401,312,Jack Kerouac,On the Road,On the Road,eng,1955
285,16181775,122,Graeme Simsion,The Rosie Project,"The Rosie Project (Don Tillman, #1)",eng,2013
286,3063499,99,Nicholas Sparks,The Lucky One,The Lucky One,en-US,2008
287,2122,154,"Ayn Rand, Leonard Peikoff",The Fountainhead,The Fountainhead,eng,1943
289,76620,193,Richard Adams,Watership Down,"Watership Down (Watership Down, #1)",eng,1972
290,10335308,18,Mindy Kaling,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),eng,2011
291,3591262,74,Abraham Verghese,Cutting for Stone,Cutting for Stone,eng,2009
292,140225,299,"C.S. Lewis, Pauline Baynes",The Voyage of the Dawn Treader,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",eng,1951
293,295,2573,Robert Louis Stevenson,Treasure Island,Treasure Island,eng,1882
294,9520360,69,Rick Riordan,The Son of Neptune,"The Son of Neptune (The Heroes of Olympus, #2)",eng,2011
295,10644930,145,Stephen King,11/22/63,11/22/63,eng,2011
296,4948,162,Eric Carle,The Very Hungry Caterpillar,The Very Hungry Caterpillar Board Book,eng,1969
297,135479,155,Kurt Vonnegut Jr.,Cat's Cradle,Cat's Cradle,eng,1963
298,2493,1248,"H.G. Wells, Greg Bear, Carlo Pagetti",The Time Machine,The Time Machine,eng,1895
299,7933292,69,"Todd Burpo, Lynn Vincent",,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,eng,2010
300,39999,178,John Boyne,The Boy in the Striped Pyjamas,The Boy in the Striped Pajamas,eng,2006
301,4900,1369,Joseph Conrad,Heart of Darkness,Heart of Darkness,eng,1899
302,7812659,117,Nicholas Sparks,Safe Haven,Safe Haven,eng,2010
303,52529,113,Rhonda Byrne,The Secret,"The Secret (The Secret, #1)",eng,2006
304,227711,52,Wally Lamb,I Know This Much Is True,I Know This Much Is True,eng,1998
305,10583,198,Stephen King,Pet Sematary,Pet Sematary,eng,1983
306,5203,61,Wally Lamb,She's Come Undone,She's Come Undone,en-US,1992
307,1215032,102,Patrick Rothfuss,The Wise Man's Fear,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng,2011
308,33724,94,Sophie Kinsella,Can You Keep a Secret?,Can You Keep a Secret?,en-US,2003
309,6752378,96,Cassandra Clare,City of Fallen Angels,"City of Fallen Angels (The Mortal Instruments, #4)",en-US,2011
310,14748,71,Jennifer Weiner,Good in Bed,"Good in Bed (Cannie Shapiro, #1)",en-US,2001
311,3412,201,Colleen McCullough,The Thorn Birds,The Thorn Birds,eng,1977
312,2213661,129,"Neil Gaiman, Dave McKean",The Graveyard Book,The Graveyard Book,en-US,2008
313,13158800,113,M.L. Stedman,The Light Between Oceans,The Light Between Oceans,eng,2012
314,28194,134,"Cornelia Funke, Anthea Bell",Tintenherz,"Inkheart (Inkworld, #1)",en-US,2003
315,4894,128,"Spencer Johnson, Kenneth H. Blanchard",Who Moved My Cheese?,Who Moved My Cheese?,eng,1998
316,9791,95,Bill Bryson,A Walk in the Woods,A Walk in the Woods,eng,1997
317,13214,107,Maya Angelou,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,en-US,1969
318,15818107,65,Christina Baker Kline,Orphan Train,Orphan Train,eng,2013
319,8755776,101,Cassandra Clare,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)",eng,2012
320,13526165,78,Maria Semple,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",eng,2012
322,14497,152,Neil Gaiman,Neverwhere,Neverwhere,eng,1996
323,9717,274,"Milan Kundera, Michael Henry Heim",Nesnesitelná lehkost bytí,The Unbearable Lightness of Being,eng,1984
324,16068905,80,Rainbow Rowell,,Fangirl,eng,2013
325,4473,138,John Irving,A Prayer for Owen Meany,A Prayer for Owen Meany,eng,1989
326,32234,96,Janet Fitch,White Oleander,White Oleander,eng,1999
327,9275658,91,Marie Lu,Legend,"Legend (Legend, #1)",eng,2011
328,14866,84,Jodi Picoult,Nineteen Minutes,Nineteen Minutes,eng,2007
329,2318271,111,"Randy Pausch, Jeffrey Zaslow",The Last Lecture,The Last Lecture,eng,2008
330,228665,94,Robert Jordan,The Eye of the World,"The Eye of the World (Wheel of Time, #1)",eng,1990
331,10916,76,Jodi Picoult,The Pact,The Pact,en-US,1998
332,65605,312,C.S. Lewis,The magician's nephew,"The Magician's Nephew (Chronicles of Narnia, #6)",eng,1953
333,2153405,107,Lisa Genova,Still Alice,Still Alice,eng,2007
334,13596809,81,Sylvia Day,Reflected in You,"Reflected in You (Crossfire, #2)",eng,2012
335,6689,182,"Roald Dahl, Quentin Blake",James and the Giant Peach,James and the Giant Peach,eng,1961
336,13137,107,James Patterson,1st To Die,"1st to Die (Women's Murder Club, #1)",en-US,2001
337,13,32,Douglas Adams,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,The Ultimate Hitchhiker's Guide to the Galaxy,eng,1996
338,6280118,129,David Nicholls,One Day,One Day,eng,2009
339,32929,98,"Margaret Wise Brown, Clement Hurd",,Goodnight Moon,en-US,1947
340,7747374,38,Pittacus Lore,I Am Number Four,"I Am Number Four (Lorien Legacies, #1)",en-US,2010
341,1371,1726,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",Ἰλιάς,The Iliad,eng,-750
342,13497818,139,J.K. Rowling,The Casual Vacancy,The Casual Vacancy,eng,2012
343,24192,120,John Grisham,The Runaway Jury,The Runaway Jury,eng,1996
344,4138,54,David Sedaris,Naked,Naked,en-US,1997
345,45978,163,Christopher Paolini,Eldest,"Eldest (The Inheritance Cycle, #2)",en-US,2005
346,236093,1474,"L. Frank Baum, W.W. Denslow",The Wonderful Wizard of Oz,"The Wonderful Wizard of Oz (Oz, #1)",eng,1900
347,121749,348,C.S. Lewis,Prince Caspian: The Return to Narnia,"Prince Caspian (Chronicles of Narnia, #2)",eng,1951
348,16143347,77,E. Lockhart,We Were Liars,We Were Liars,eng,2014
349,11590,211,Stephen King,Salem's Lot,'Salem's Lot,en-GB,1975
350,7745,98,"Hunter S. Thompson, Ralph Steadman",Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas,eng,1971
351,10025305,99,Cassandra Clare,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",eng,2011
352,20910157,29,Amy Poehler,Yes Please,Yes Please,eng,2014
353,12996,1053,William Shakespeare,"The Tragedy of Othello, The Moor of Venice",Othello,eng,1603
354,6149,153,Toni Morrison,Beloved,Beloved,eng,1987
355,3236307,87,Kristin Cashore,Graceling,"Graceling (Graceling Realm, #1)",en-CA,2008
356,78411,126,"Lemony Snicket, Brett Helquist",The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng,1999
357,355697,372,"Erich Maria Remarque, A.W. Wheen",Im Westen nichts Neues,All Quiet on the Western Front,en-US,1929
358,191139,40,Dr. Seuss,"Oh, the Places You'll Go!","Oh, The Places You'll Go!",en-US,1990
359,16115612,135,Khaled Hosseini,And The Mountains Echoed,And the Mountains Echoed,eng,2012
360,7082,221,"Philip K. Dick, Roger Zelazny",Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,eng,1968
361,18254,1787,"Charles Dickens, George Cruikshank, Philip Horne",Oliver Twist,Oliver Twist,eng,1838
362,11149,231,C.S. Lewis,A Grief Observed,The Screwtape Letters,eng,1942
363,6936382,79,Stephanie Perkins,Anna and the French Kiss,"Anna and the French Kiss (Anna and the French Kiss, #1)",en-US,2010
364,113946,72,Dr. Seuss,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,eng,1957
365,5805,72,"Alan Moore, David   Lloyd",V for Vendetta,V for Vendetta,eng,1990
366,2203,38,David McCullough,John Adams,John Adams,eng,2001
367,14995,82,Dean Koontz,Odd Thomas,"Odd Thomas (Odd Thomas, #1)",eng,2003
368,119324,55,Philip Pullman,The Subtle Knife,"The Subtle Knife (His Dark Materials, #2)",eng,1997
369,22232,85,Jerry Spinelli,Stargirl,"Stargirl (Stargirl, #1)",eng,2000
370,7090447,76,Rick Riordan,The Red Pyramid,"The Red Pyramid (Kane Chronicles, #1)",eng,2010
371,350,130,Robert A. Heinlein,Stranger in a Strange Land,Stranger in a Strange Land,eng,1961
372,10176,55,David Sedaris,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,eng,2004
373,6319,197,"Roald Dahl, Quentin Blake",The BFG,The BFG,eng,1982
374,21,155,Bill Bryson,A Short History of Nearly Everything,A Short History of Nearly Everything,en-US,2003
375,1852,1384,Jack London,The Call of the Wild,The Call of the Wild,eng,1903
376,7864437,88,James Dashner,The Death Cure,"The Death Cure (Maze Runner, #3)",eng,2011
377,16793,207,Neil Gaiman,Stardust,Stardust,eng,1999
378,33917,93,Jhumpa Lahiri,The Namesake,The Namesake,en-US,2003
379,8667848,99,Deborah Harkness,A Discovery of Witches,"A Discovery of Witches (All Souls Trilogy, #1)",eng,2011
380,11297,232,"Haruki Murakami, Jay Rubin",ノルウェイの森 [Noruwei no Mori],Norwegian Wood,eng,1987
381,5168,54,Billie Letts,Where the Heart Is,Where the Heart Is,en-US,1995
382,6567017,86,"John Green, David Levithan","Will Grayson, Will Grayson","Will Grayson, Will Grayson",eng,2010
383,1241,69,James Frey,A Million Little Pieces,A Million Little Pieces,en-CA,2003
384,2282133,93,Richelle Mead,Frostbite,"Frostbite (Vampire Academy, #2)",eng,2008
385,8520610,86,Susan Cain,Quiet: The Power of Introverts in a World that Can't Stop Talking,Quiet: The Power of Introverts in a World That Can't Stop Talking,eng,2012
386,233818,127,Scott O'Dell,Island of the Blue Dolphins,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",en-CA,1960
387,17250,133,"Arthur Miller, Christopher Bigsby",The Crucible,The Crucible,eng,1953
388,50,93,Gary Paulsen,Hatchet,"Hatchet (Brian's Saga, #1)",en-US,1986
389,68428,75,Brandon Sanderson,Mistborn : The Final Empire,"The Final Empire (Mistborn, #1)",eng,2006
390,51496,1974,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",The Strange Case of Dr Jekyll and Mr Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,eng,1886
391,7784,40,Dr. Seuss,The Lorax,The Lorax,eng,1971
392,389627,115,Jeff Kinney,Greg Heffley's Journal,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",en-US,2004
393,7896527,73,Sarah J. Maas,Throne of Glass,"Throne of Glass (Throne of Glass, #1)",eng,2012
394,2802316,88,Richelle Mead,Shadow Kiss,"Shadow Kiss (Vampire Academy, #3)",en-US,2008
395,46170,371,Ernest Hemingway,For Whom the Bell Tolls,For Whom the Bell Tolls,eng,1940
396,3367956,69,Jamie Ford,Hotel on the Corner of Bitter and Sweet,Hotel on the Corner of Bitter and Sweet,eng,2009
397,343,364,"Patrick Süskind, John E. Woods",Das Parfum. Die Geschichte eines Mörders,Perfume: The Story of a Murderer,eng,1985
398,1097,61,Eric Schlosser,Fast Food Nation : The Dark Side of the All-American Meal,Fast Food Nation: The Dark Side of the All-American Meal,eng,2001
399,3950967,131,J.K. Rowling,The Tales of Beedle the Bard,The Tales of Beedle the Bard,en-US,2007
400,22328,143,William Gibson,Neuromancer,Neuromancer,eng,1984
401,10799,425,Ernest Hemingway,A Farewell to Arms,A Farewell to Arms,en-US,1929
402,391729,12,Edgar Allan Poe,The Tell-Tale Heart,The Tell-Tale Heart and Other Writings,en-GB,1843
403,10534,1865,"Sun Tzu, Thomas Cleary",孫子兵法 [Sūnzi bīngfǎ],The Art of War,eng,-500
404,11367726,76,William Landay,Defending Jacob,Defending Jacob,eng,2012
405,4980,112,Kurt Vonnegut Jr.,Breakfast of Champions,Breakfast of Champions,eng,1973
406,627206,64,Betty Edwards,Drawing on the Right Side of the Brain,The New Drawing on the Right Side of the Brain,en-US,1979
407,5826,77,Ann Patchett,Bel Canto,Bel Canto,eng,2001
408,1842,118,Jared Diamond,"Guns, Germs, and Steel: The Fates of Human Societies","Guns, Germs, and Steel: The Fates of Human Societies",eng,1997
410,37781,161,Chinua Achebe,Things Fall Apart,"Things Fall Apart (The African Trilogy, #1)",en-US,1958
411,33722,99,Sophie Kinsella,The Undomestic Goddess,The Undomestic Goddess,eng,2005
412,567795,147,Gary Chapman,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,en-US,1990
414,6948436,82,Chris Cleave,The Other Hand,Little Bee,en-US,2008
415,3975774,78,Alyson Noel,Evermore,"Evermore (The Immortals, #1)",en-US,2009
416,6327,174,"Roald Dahl, Quentin Blake",The Witches,The Witches,en-US,1983
417,40440,137,Diane Setterfield,The Thirteenth Tale,The Thirteenth Tale,eng,2006
418,6479259,71,Richelle Mead,Spirit Bound,"Spirit Bound (Vampire Academy, #5)",eng,2010
419,5996153,76,Richelle Mead,Blood Promise,"Blood Promise (Vampire Academy, #4)",en-US,2009
420,3478,133,Nicholas Sparks,Message in a Bottle,Message in a Bottle,en-US,1998
421,8683812,77,Paula McLain,The Paris Wife,The Paris Wife,eng,2011
422,862041,76,J.K. Rowling,Complete Harry Potter Boxed Set,"Harry Potter Boxset (Harry Potter, #1-7)",eng,1998
423,16248068,84,Kiera Cass,The Elite,"The Elite (The Selection, #2)",eng,2013
424,119073,428,"Umberto Eco, William Weaver, Seán Barrett",Il nome della rosa,The Name of the Rose,en-US,1980
425,46799,92,"Beatrice Sparks, Anonymous",Go Ask Alice,Go Ask Alice,eng,1971
426,310612,131,"John Kennedy Toole, Walker Percy",A Confederacy of Dunces,A Confederacy of Dunces,eng,1980
427,92303,728,Oscar Wilde,The Importance of Being Earnest,The Importance of Being Earnest,eng,1895
428,12127750,65,Rick Riordan,The Mark of Athena,"The Mark of Athena (The Heroes of Olympus, #3)",eng,2012
429,34497,153,Terry Pratchett,The Colour of Magic,"The Color of Magic (Discworld, #1; Rincewind #1)",eng,1983
430,4929,157,"Haruki Murakami, Philip Gabriel",海辺のカフカ [Umibe no Kafuka],Kafka on the Shore,en-US,2002
431,28877,191,Thomas Harris,Red Dragon,"Red Dragon (Hannibal Lecter, #1)",eng,1981
432,41804,218,Isaac Asimov,"I, Robot","I, Robot (Robot #0.1)",eng,1950
433,42899,73,J.R. Ward,Dark Lover,"Dark Lover (Black Dagger Brotherhood, #1)",eng,2005
434,7791997,73,Becca Fitzpatrick,Crescendo,"Crescendo (Hush, Hush, #2)",en-US,2010
435,6482837,82,Lauren Oliver,Before I Fall,Before I Fall,eng,2010
436,9777,168,Arundhati Roy,The God of Small Things,The God of Small Things,eng,1997
437,18079776,63,Sue Monk Kidd,The Invention of Wings,The Invention of Wings,en-US,2014
438,6469165,68,Liane Moriarty,What Alice Forgot,What Alice Forgot,eng,2009
439,3869,246,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",A Brief History of Time: From the Big Bang to Black Holes,A Brief History of Time,eng,1987
440,7315573,140,Ken Follett,Fall of Giants,"Fall of Giants (The Century Trilogy, #1)",eng,2010
441,6320534,110,Stephen King,Under the Dome,Under the Dome,eng,2009
442,830,80,Neal Stephenson,Snow Crash,Snow Crash,eng,1992
443,51738,61,Sarah Dessen,Just Listen,Just Listen,en-US,2006
444,99107,244,"A.A. Milne, Ernest H. Shepard",Winnie-the-Pooh,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",eng,1926
445,9736930,150,S.J. Watson,Before I Go to Sleep,Before I Go to Sleep,en-CA,2011
446,102868,1106,Arthur Conan Doyle,A Study in Scarlet,A Study in Scarlet,eng,1887
447,2248573,143,Christopher Paolini,Brisingr,"Brisingr (The Inheritance Cycle, #3)",eng,2008
448,56495,149,Rick Warren,The Purpose Driven Life: What on Earth am I Here For?,The Purpose Driven Life: What on Earth Am I Here for?,en-US,2002
449,676924,80,"P.C. Cast, Kristin Cast",Betrayed: a House of Night Novel,"Betrayed (House of Night, #2)",en-US,2007
450,47212,75,Jim Butcher,Storm Front,"Storm Front (The Dresden Files, #1)",en-US,2000
451,50398,122,"Jane Austen, Alfred MacAdam",Northanger Abbey,Northanger Abbey,eng,1817
452,16101128,102,Rick Yancey,The 5th Wave,"The 5th Wave (The 5th Wave, #1)",eng,2013
453,10920,97,Charles Frazier,Cold Mountain,Cold Mountain,en-US,1997
454,767680,41,"Laura Joffe Numeroff, Felicia Bond",If You Give a Mouse a Cookie,If You Give a Mouse a Cookie,en-US,1985
455,42155,43,Emily Giffin,Something Blue,"Something Blue (Darcy & Rachel, #2)",en-US,2005
456,12220,109,Tennessee Williams,A Streetcar Named Desire,A Streetcar Named Desire,eng,1947
457,10692,129,Elizabeth Kostova,The Historian,The Historian,eng,2005
458,20170404,63,Emily St. John Mandel,Station Eleven,Station Eleven,eng,2014
459,18774964,132,"Fredrik Backman, Henning Koch",En man som heter Ove,A Man Called Ove,eng,2012
460,18335634,79,Cassandra Clare,Clockwork Princess,"Clockwork Princess (The Infernal Devices, #3)",eng,2013
461,1078,210,Pearl S. Buck,The Good Earth,"The Good Earth (House of Earth, #1)",eng,1931
462,2784,34,John Berger,Ways of Seeing,Ways of Seeing,eng,1972
463,5364,141,Diana Gabaldon,Dragonfly in Amber,"Dragonfly in Amber (Outlander, #2)",eng,1992
464,1923820,1449,Anonymous,,Holy Bible: King James Version,eng,1611
466,659469,44,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",The Hobbit,The Hobbit: Graphic Novel,eng,1989
467,297673,9,Junot Díaz,The Brief Wondrous Life of Oscar Wao,The Brief Wondrous Life of Oscar Wao,eng,2007
468,37415,80,Zora Neale Hurston,Their Eyes Were Watching God,Their Eyes Were Watching God,eng,1937
469,41899,123,"Newt Scamander, J.K. Rowling, Albus Dumbledore",Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,eng,2001
470,17851885,129,"Malala Yousafzai, Christina Lamb",I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,eng,2012
471,45032,1208,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",Mansfield Park,Mansfield Park,eng,1814
472,4069,187,Viktor E. Frankl,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,Man's Search for Meaning,eng,1946
473,237209,78,Tana French,In the Woods,"In the Woods (Dublin Murder Squad, #1)",eng,2007
474,14743,104,Richard Dawkins,The God Delusion,The God Delusion,eng,2006
475,8492825,8,Gayle Forman,Where She Went,"Where She Went (If I Stay, #2)",en-US,2011
476,7069,165,John Irving,The World According to Garp,The World According to Garp,eng,1978
477,78129,127,Lee Child,Killing Floor,"Killing Floor (Jack Reacher, #1)",eng,1997
478,2932,558,"Daniel Defoe, Gerald McCann, Virginia Woolf","The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",Robinson Crusoe,eng,1719
479,28862,1654,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",Il Principe,The Prince,eng,1513
480,18122,42,Philip Pullman,The Amber Spyglass,"The Amber Spyglass (His Dark Materials, #3)",eng,2000
481,43889,90,Terry Goodkind,Wizard's First Rule,"Wizard's First Rule (Sword of Truth, #1)",eng,1994
